;src\test\resources\bong\address_regex_test_csv.txt;src\main\resources\bong\views\style.css;documents\constitution.md;src\main\java\bong\controllers\MainController.java;src\main\java\bong\OSMReader\OSMReader.java;src\main\java\bong\canvas\MapCanvas.java;README.md;src\main\resources\bong\views\main.fxml;gradlew.bat;src\main\java\bong\controllers\RouteController.java;src\test\java\bong\controllers\RouteControllerTest.java;src\main\java\bong\OSMReader\KDTree.java;src\test\resources\bong\address_regex_test_plain.txt;build.gradle;src\main\java\bong\controllers\DevController.java;src\test\java\bong\routeFinding\DijkstraTest.java;src\main\java\bong\canvas\Type.java;src\main\java\bong\addressparser\Address.java;src\main\java\bong\routeFinding\Dijkstra.java;src\test\java\bong\addressparser\AddressTest.java;src\main\resources\bong\views\devview.fxml;settings.gradle;src\main\resources\bong\views\about.fxml;src\test\test.iml;src\main\java\bong\OSMReader\NodeContainer.java;src\main\main.iml;src\test\java\bong\canvas\IndicatorTest.java;gradle\wrapper\gradle-wrapper.properties;src\main\java\bong\routeFinding\Street.java;src\main\java\bong\routeFinding\IndexMinPQ.java;src\test\java\bong\OSMReader\KDTreeTest.java;src\main\resources\bong\views\Help.fxml;src\main\java\bong\OSMReader\Relation.java;src\main\java\bong\canvas\LinePath.java;src\test\java\bong\OSMReader\OSMReaderTest.java;src\main\java\bong\controllers\PointsOfInterestController.java;src\test\java\bong\canvas\RangeTest.java;src\test\java\bong\controllers\PointsOfInterestControllerTest.java;src\test\resources\bong\EasternCoastlineCutout.osm;src\test\resources\bong\smallMapKastrup.osm;src\test\resources\bong\SouthernCoastlineCutout.osm;src\test\resources\bong\PenEast.osm;src\test\resources\bong\northernCoastlineCutout.osm;src\test\resources\bong\WesternCoastlineCutout.osm;src\main\java\bong\OSMReader\Way.java;src\test\java\bong\canvas\ScaleBarTest.java;src\main\java\bong\controllers\FileController.java;src\test\resources\bong\PenSouth.osm;src\main\java\bong\canvas\Indicator.java;src\test\resources\bong\selfclosingCoastline.osm;src\test\resources\bong\noCoastline.osm;src\main\java\bong\canvas\Drawable.java;src\test\resources\bong\koldingCity.osm;src\main\java\bong\canvas\ScaleBar.java;src\main\java\bong\OSMReader\Model.java;src\main\java\bong\canvas\Drawer.java;src\test\resources\bong\streetTest.osm;src\main\java\bong\canvas\CityType.java;src\test\java\bong\routeFinding\StreetTest.java;src\main\java\bong\OSMReader\MercatorProjector.java;src\main\java\bong\App.java;src\main\java\bong\canvas\City.java;src\test\java\bong\canvas\LinePathTest.java;src\main\java\bong\routeFinding\Edge.java;src\main\java\bong\canvas\Range.java;src\test\java\bong\OSMReader\WayTest.java;src\test\java\bong\routeFinding\GraphTest.java;src\main\java\bong\canvas\Pin.java;src\test\java\bong\controllers\SearchControllerTest.java;src\main\java\bong\Launcher.java;src\test\java\bong\routeFinding\IndexMinPQTest.java;src\main\java\bong\canvas\MapCanvasWrapper.java;src\test\java\bong\util\GeometryTest.java;src\main\java\bong\exceptions\FileTypeNotSupportedException.java;src\main\java\bong\util\Geometry.java;src\main\java\bong\canvas\CanvasElement.java;src\test\java\bong\controllers\FileControllerTest.java;src\test\java\bong\OSMReader\RelationTest.java;src\test\java\bong\OSMReader\NodeTest.java;src\main\java\bong\routeFinding\Instruction.java;src\main\java\bong\canvas\PolyLinePath.java;src\main\java\bong\controllers\SearchController.java;src\main\java\bong\canvas\SuggestionButton.java;src\test\java\bong\canvas\CityTest.java;src\test\java\bong\exceptions\FileTypeNotSupportedTest.java;src\main\java\bong\addressparser\InvalidAddressException.java;src\main\java\bong\OSMReader\SortedArrayList.java;src\main\java\bong\canvas\PointOfInterest.java;src\test\java\bong\OSMReader\ModelTest.java;src\main\java\bong\routeFinding\Graph.java;src\test\java\bong\OSMReader\SortedArrayListTest.java;src\test\java\bong\OSMReader\NodeContainerTest.java;src\test\java\bong\canvas\MapCanvasTest.java;src\test\java\bong\routeFinding\EdgeTest.java;src\test\java\bong\addressparser\InvalidAddressExceptionTest.java;src\test\java\bong\OSMReader\BoundTest.java;src\test\java\bong\OSMReader\MercatorProjectorTest.java;src\main\java\bong\canvas\RouteDestinationIndicator.java;src\main\java\bong\canvas\RouteInstructionIndicator.java;src\main\java\bong\canvas\RouteOriginIndicator.java;src\main\java\bong\OSMReader\Node.java;src\main\java\bong\OSMReader\Bound.java
src\test\resources\bong\address_regex_test_csv.txt;0,9930232558139535;1,0035857414047669;1,0747816593886463;1,0415635823849578;1,039453717754173;1,0401994390775942;1,070432868672047;1,0650618087182824;1,069767441860465;1,0471249459576308;1,0146290491118077;1,0679903730445246;0,9209302325581395;1,0596899224806202;1,067391304347826;1,0045906656465187;1,0364341085271318;1,050179211469534;1,0612403100775194;0,9705426356589147;1,0457364341085271;1,0170542635658915;1,0286821705426357;1,0302325581395348;1,0403100775193799;1,0131782945736434;0,9899224806201551;1;1,050387596899225;1,0472868217054263;1,024031007751938;1,0224806201550387;1,0472868217054263;1,0511627906976744;1,041860465116279;1,048062015503876;0,9984496124031008;1,035658914728682;0,9844961240310077;0,9844961240310077;0,9837209302325581;0,9829457364341085;0,9868217054263566;0,9829457364341085;1,0457364341085271;1,006201550387597;1,0372093023255815;0,9837209302325581;1,0201550387596898;0,9868217054263566;0,9868217054263566;0,9984496124031008;0,986046511627907;1,0217054263565892;1,041860465116279;1,0224806201550387;0,9852713178294573;0,9844961240310077;1,0248062015503876;1,0085271317829458;1,0387596899224807;1,041860465116279;1,0232558139534884;1,044186046511628;1,0387596899224807;1,0046511627906978;1,0015503875968992;0,9961240310077519;0,9914728682170543;0,9961240310077519;1,0108527131782945;1,013953488372093;0,9976744186046511;1,0023255813953489;1,012403100775194;1,0217054263565892;1,0178294573643412;1,006201550387597;1,0015503875968992;1,003875968992248;1,0426356589147288;1,0217054263565892;0,9992248062015504;1,006201550387597;1,0023255813953489;1,0046511627906978;1,0248062015503876;1,010077519379845;1,0162790697674418;1,0310077519379846;1,0015503875968992;0,993798449612403;1,0085271317829458;1,0031007751937984;1,0031007751937984;1,0069767441860464;0,9751937984496124;1,0131782945736434;1,0131782945736434;1,012403100775194;1,0271317829457365;1,0131782945736434
src\main\resources\bong\views\style.css;1,0035857414047669;0,9981016663151234;1,0601139000210926;1,036615536862939;1,054629824931449;1,045138156507066;1,008647964564438;1,0052731491246572;1,009491668424383;1,0307951908879982;1,0061168529846023;1,029951487028053;0,9955705547352879;1,0052731491246572;1,0141320396540814;1,005905927019616;1,0137101877241088;1,0267875975532588;1,0206707445686565;1,008647964564438;0,9976798143851509;1,0004218519299726;1,004429445264712;1,0012655557899177;1,0035857414047669;0,998523518245096;0,9902974056106306;0,9940940729803839;1,0050622231596709;1,0040075933347394;1,008647964564438;1;1,0012655557899177;1,0054840750896434;1,016030373338958;1,0027420375448217;1;1,0122337059692048;0,9945159249103565;0,9938831470153976;0,9938831470153976;0,9936722210504113;0,9945159249103565;0,9938831470153976;0,9993672221050411;0,9951487028053153;1,0008437038599451;0,9940940729803839;1,0012655557899177;0,9943049989453702;0,9945159249103565;0,9959924066652605;0,9938831470153976;0,9953596287703016;0,9983125922801097;0,9924066652604936;0,9940940729803839;0,9909301835055896;1,0048512971946846;0,9957814807002742;1,0010546298249314;0,9993672221050411;1,0073824087745202;1,0010546298249314;1,0016874077198903;1,0040075933347394;0,9953596287703016;0,9892427757856992;1,0012655557899177;0,9955705547352879;0,9953596287703016;0,9940940729803839;0,9953596287703016;0,9966251845602193;0,9976798143851509;0,998523518245096;0,9953596287703016;0,994937776840329;0,9936722210504113;0,9947268508753427;1,0010546298249314;0,9962033326302467;0,9938831470153976;0,9966251845602193;0,9976798143851509;0,9945159249103565;0,9966251845602193;0,9966251845602193;0,9968361105252056;0,998523518245096;0,994937776840329;0,9938831470153976;0,9907192575406032;0,9943049989453702;0,9968361105252056;0,9955705547352879;0,98692259017085;0,9930394431554525;0,9932503691204387;0,9930394431554525;0,998523518245096;0,9957814807002742
documents\constitution.md;1,0747816593886463;1,0601139000210926;0,9950873362445415;1,0084116773874319;1,0015174506828528;1,0084138360860082;0,9716157205240175;0,99235807860262;0,976528384279476;1,011240812797233;1,0167189132706373;1,0016375545851528;0,9868995633187773;0,9683406113537117;0,9896288209606987;1,023471615720524;1,002183406113537;0,9934497816593887;1;0,9956331877729258;0,9890829694323144;0,9787117903930131;0,9672489082969432;0,9874454148471615;1,0032751091703056;0,9868995633187773;1,0125545851528384;0,9858078602620087;0,9885371179039302;0,9907205240174672;0,9956331877729258;0,9814410480349345;0,993995633187773;1,0005458515283843;0,9841703056768559;0,9885371179039302;1,0010917030567685;0,9885371179039302;0,99235807860262;0,9929039301310044;0,993995633187773;0,9929039301310044;0,9918122270742358;0,99235807860262;0,9885371179039302;0,9967248908296943;0,9874454148471615;0,99235807860262;0,9972707423580786;0,9912663755458515;0,9907205240174672;0,986353711790393;0,9929039301310044;0,9907205240174672;0,9858078602620087;0,9836244541484717;0,9912663755458515;0,9907205240174672;0,9847161572052402;0,9885371179039302;0,9808951965065502;0,9836244541484717;1,0038209606986899;0,9896288209606987;0,9896288209606987;0,9989082969432315;0,9994541484716157;0,9945414847161572;0,9874454148471615;0,9847161572052402;0,9879912663755459;0,9852620087336245;0,9934497816593887;0,982532751091703;0,9896288209606987;0,986353711790393;0,9890829694323144;0,9934497816593887;0,9918122270742358;0,9814410480349345;0,990174672489083;0,9852620087336245;0,9798034934497817;0,9852620087336245;0,986353711790393;0,9776200873362445;0,9819868995633187;0,9770742358078602;0,9830786026200873;0,9776200873362445;0,9896288209606987;0,9896288209606987;0,982532751091703;0,9879912663755459;0,9852620087336245;0,9847161572052402;0,9858078602620087;0,9798034934497817;0,9787117903930131;0,9776200873362445;0,9776200873362445;0,9770742358078602
src\main\java\bong\controllers\MainController.java;1,0415635823849578;1,036615536862939;1,0084116773874319;0,9985155863433943;0,9592610918687119;0,9386442355269669;0,9975259772389906;0,962889658584859;0,9967013029853208;0,9534883720930233;0,971136401121557;0,9736104238825664;0,9943922150750454;0,9930727362691737;0,9396338446313706;0,9904337786574303;0,9873000164934851;0,9803727527626588;0,9731156193303645;0,9844961240310077;0,9851558634339436;0,9957116938809171;0,9879597558964209;0,9950519544779812;0,991588322612568;0,9952168893287151;1,0100610258947715;0,9950519544779812;0,9803727527626588;0,9884545604486228;0,974929902688438;0,9912584529111002;0,9820221012699983;0,9816922315685305;0,971136401121557;0,9539831766452251;0,9967013029853208;0,9661883555995382;0,9996701302985321;0,9990103908955963;0,999835065149266;0,9996701302985321;0,9990103908955963;0,9995051954477981;0,9803727527626588;0,9909285832096322;0,9736104238825664;0,9990103908955963;0,9866402770905492;0,9988454560448623;0,9983506514926604;0,9922480620155039;0,9988454560448623;0,9737753587333003;0,9777337951509154;0,9840013194788059;0,9988454560448623;0,9910935180603662;0,9821870361207323;0,987629886194953;0,9567870691077025;0,9774039254494474;0,9821870361207323;0,9775688603001814;0,983506514926604;0,9853207982846776;0,98334158007587;0,995876628731651;0,9783935345538513;0,9929078014184397;0,983176645225136;0,9805376876133927;0,9886194952993568;0,9869701467920171;0,9820221012699983;0,9851558634339436;0,9681675738083457;0,9863104073890813;0,9901039089559623;0,9848259937324757;0,979548078508989;0,9736104238825664;0,9820221012699983;0,9894441695530266;0,9864753422398153;0,9868052119412832;0,9815272967177965;0,9868052119412832;0,9807026224641266;0,9764143163450437;0,9881246907471549;0,9868052119412832;0,9790532739567871;0,9830117103744022;0,9873000164934851;0,9881246907471549;0,9864753422398153;0,98334158007587;0,98334158007587;0,983506514926604;0,9820221012699983;0,9844961240310077
src\main\java\bong\OSMReader\OSMReader.java;1,039453717754173;1,054629824931449;1,0015174506828528;0,9592610918687119;0,997268588770865;0,9620637329286799;0,987556904400607;0,9966616084977238;0,9802731411229135;0,9517450682852807;0,9641881638846738;0,9690440060698027;0,9927162367223066;0,9811836115326252;0,9550834597875569;0,9799696509863429;0,958421851289833;0,9514415781487102;0,9444613050075873;0,9714719271623672;0,9775417298937784;0,9936267071320182;0,9836115326251896;0,9869499241274658;0,9593323216995447;0,9878603945371776;0,9936267071320182;0,9896813353566009;0,9447647951441578;0,9602427921092564;0,9684370257966616;0,9842185128983308;0,9250379362670713;0,9493171471927162;0,9523520485584218;0,935660091047041;0,9787556904400607;0,962670713201821;0,9975720789074355;0,9969650986342944;0,9975720789074355;0,9975720789074355;0,9966616084977238;0,9969650986342944;0,9386949924127466;0,9823975720789074;0,962670713201821;0,997268588770865;0,975113808801214;0,9966616084977238;0,9963581183611533;0,9872534142640365;0,9957511380880122;0,9572078907435508;0,9268588770864947;0,9684370257966616;0,9963581183611533;0,9836115326251896;0,9602427921092564;0,9748103186646434;0,9723823975720789;0,9487101669195751;0,9590288315629742;0,9608497723823975;0,9635811836115327;0,9566009104704097;0,9550834597875569;0,9787556904400607;0,9635811836115327;0,985432473444613;0,9660091047040971;0,9781487101669196;0,9723823975720789;0,980576631259484;0,9745068285280728;0,9681335356600911;0,9623672230652504;0,9569044006069802;0,9787556904400607;0,9726858877086495;0,9532625189681335;0,9517450682852807;0,9696509863429439;0,977845220030349;0,9799696509863429;0,9760242792109256;0,9547799696509863;0,9748103186646434;0,9748103186646434;0,9499241274658573;0,9681335356600911;0,9672230652503794;0,9693474962063733;0,9696509863429439;0,9784522003034901;0,9738998482549317;0,9672230652503794;0,9757207890743551;0,9757207890743551;0,9754172989377845;0,9650986342943855;0,9663125948406677
src\main\java\bong\canvas\MapCanvas.java;1,0401994390775942;1,045138156507066;1,0084138360860082;0,9386442355269669;0,9620637329286799;0,9971953879713307;0,9906512932377688;0,9940791523839202;0,9841071985042069;0,9382985353692739;0,97008413836086;0,9535680897475849;0,992521034590215;0,984730445621689;0,908071050171393;0,9909629167965098;0,9482704892489873;0,9501402306014335;0,9348706762231225;0,9866001869741352;0,9685260205671549;0,9931442817076971;0,9856653162979121;0,9859769398566531;0,9682143970084138;0,9890931754440636;0,9912745403552509;0,9887815518853226;0,9601121844811468;0,9669679027734497;0,9675911498909318;0,98504206918043;0,9560610782175133;0,9382985353692739;0,9735119975070116;0,9485821128077283;0,9800560922405734;0,9613586787161109;0,9971953879713307;0,9968837644125896;0,9968837644125896;0,9968837644125896;0,9962605172951076;0,9971953879713307;0,9591773138049237;0,9800560922405734;0,9688376441258959;0,9968837644125896;0,97008413836086;0,9962605172951076;0,9962605172951076;0,9816142100342786;0,9959488937363664;0,9386101589280149;0,946712371455282;0,9420380180741664;0,9959488937363664;0,9784979744468681;0,9650981614210035;0,9744468681832347;0,9682143970084138;0,9326893113119352;0,9604238080398878;0,9426612651916485;0,9520099719538797;0,9660330320972266;0,9591773138049237;0,9682143970084138;0,9716422561545652;0,984730445621689;0,9666562792147086;0,9719538797133064;0,9675911498909318;0,9784979744468681;0,9644749143035214;0,9641632907447804;0,9644749143035214;0,9660330320972266;0,9788095980056092;0,9660330320972266;0,9451542536615768;0,9644749143035214;0,9735119975070116;0,9753817388594578;0,9806793393580555;0,976939856653163;0,9647865378622624;0,9756933624181988;0,9766282330944219;0,9532564661888439;0,9753817388594578;0,9766282330944219;0,946712371455282;0,9679027734496728;0,9781863508881271;0,97008413836086;0,9747584917419757;0,962293549392334;0,9591773138049237;0,9610470551573699;0,9551262075412901;0,9588656902461826
README.md;1,070432868672047;1,008647964564438;0,9716157205240175;0,9975259772389906;0,987556904400607;0,9906512932377688;0,9933969185619956;0,955757970071568;0,9251650770359501;0,9835711197578901;0,9864158829676071;0,9741275571600482;0,979457079970653;0,9303008070432869;0,9652173913043478;0,9948642699926632;0,9691856199559794;0,9792114695340501;0,9735876742479824;0,9809244314013206;0,9523110785033015;0,9523110785033015;0,954512105649303;0,9618488628026413;0,971386647101981;0,9640498899486427;0,9941305942773294;0,9721203228173148;0,9589141599413059;0,9647835656639765;0,9633162142333089;0,9574468085106383;0,9728539985326485;0,9706529713866471;0,9596478356566398;0,9655172413793104;0,9787234042553191;0,9662509170946442;0,979457079970653;0,9787234042553191;0,9809244314013206;0,9801907556859868;0,9787234042553191;0,9801907556859868;0,9633162142333089;0,9897285399853265;0,9633162142333089;0,979457079970653;0,9706529713866471;0,9779897285399853;0,9772560528246516;0,9779897285399853;0,9779897285399853;0,9567131327953045;0,9618488628026413;0,9640498899486427;0,9772560528246516;0,9735876742479824;0,9574468085106383;0,9559794570799707;0,9479090242112986;0,9589141599413059;0,966984592809978;0,962582538517975;0,9691856199559794;0,9721203228173148;0,9735876742479824;0,9721203228173148;0,9706529713866471;0,9772560528246516;0,9647835656639765;0,9721203228173148;0,971386647101981;0,971386647101981;0,9691856199559794;0,9647835656639765;0,9589141599413059;0,9691856199559794;0,9765223771093177;0,966984592809978;0,9655172413793104;0,9618488628026413;0,9655172413793104;0,9728539985326485;0,9706529713866471;0,9662509170946442;0,9537784299339692;0,9640498899486427;0,9640498899486427;0,9537784299339692;0,9706529713866471;0,9662509170946442;0,9574468085106383;0,962582538517975;0,9684519442406456;0,9677182685253118;0,9589141599413059;0,9662509170946442;0,9655172413793104;0,9655172413793104;0,954512105649303;0,9574468085106383
src\main\resources\bong\views\main.fxml;1,0650618087182824;1,0052731491246572;0,99235807860262;0,962889658584859;0,9966616084977238;0,9940791523839202;0,955757970071568;0,9941444372153546;0,9583604424202993;0,969303934284479;0,9686520376175548;0,9578820697954272;0,9765777488614183;0,9603122966818478;0,9199739752765127;0,9837345478204295;0,9583604424202993;0,9531554977228367;0,9551073519843851;0,9616135328562134;0,8549121665582303;0,9811320754716981;0,9160702667534157;0,9466493168510085;0,9746258945998699;0,9538061158100195;1,0058555627846455;0,9811320754716981;0,9642160052049447;0,9687703318152244;0,9635653871177619;0,929733246584255;0,9661678594664932;0,9635653871177619;0,9453480806766428;0,9472999349381913;0,9752765126870527;0,9492517891997397;0,9934938191281718;0,9934938191281718;0,9947950553025374;0,9941444372153546;0,9915419648666233;0,9934938191281718;0,9609629147690306;0,9798308392973325;0,9648666232921275;0,9928432010409889;0,9746258945998699;0,9921925829538061;0,9928432010409889;0,9817826935588809;0,9915419648666233;0,9551073519843851;0,9551073519843851;0,9525048796356539;0,9921925829538061;0,9791802212101497;0,9531554977228367;0,9720234222511386;0,9538061158100195;0,9525048796356539;0,9687703318152244;0,9609629147690306;0,9648666232921275;0,9733246584255042;0,970722186076773;0,9791802212101497;0,9622641509433962;0,9817826935588809;0,9661678594664932;0,9590110605074821;0,9648666232921275;0,9726740403383214;0,9655172413793104;0,9655172413793104;0,9609629147690306;0,9713728041639558;0,9811320754716981;0,9694209499024072;0,9590110605074821;0,9648666232921275;0,9596616785946649;0,9726740403383214;0,9726740403383214;0,970722186076773;0,962914769030579;0,9681197137280416;0,9687703318152244;0,9551073519843851;0,9733246584255042;0,970722186076773;0,9492517891997397;0,9681197137280416;0,9752765126870527;0,9700715679895902;0,9674690956408588;0,9616135328562134;0,9661678594664932;0,9635653871177619;0,9583604424202993;0,9596616785946649
gradlew.bat;1,069767441860465;1,009491668424383;0,976528384279476;0,9967013029853208;0,9802731411229135;0,9841071985042069;0,9251650770359501;0,9583604424202993;0,9922145328719724;0,9770860354517942;0,9869383490073145;0,9681107099879663;0,9714532871972318;0,9290657439446367;0,9550724637681159;0,9885233358837031;0,9429065743944637;0,9663082437275986;0,956140350877193;0,9728867623604466;0,9385813148788927;0,9550173010380623;0,9558823529411765;0,9429065743944637;0,96280276816609;0,9532871972318339;0,995674740484429;0,9550173010380623;0,9446366782006921;0,9524221453287197;0,9550173010380623;0,9532871972318339;0,9524221453287197;0,9506920415224913;0,9385813148788927;0,9403114186851211;0,9645328719723183;0,9455017301038062;0,9852941176470589;0,9835640138408305;0,9844290657439446;0,9844290657439446;0,9826989619377162;0,9835640138408305;0,9437716262975778;0,9705882352941176;0,9506920415224913;0,9844290657439446;0,9584775086505191;0,9818339100346021;0,9818339100346021;0,9757785467128027;0,9801038062283737;0,9455017301038062;0,9480968858131488;0,9463667820069204;0,9809688581314879;0,9653979238754326;0,9377162629757786;0,9532871972318339;0,9420415224913494;0,9359861591695502;0,9558823529411765;0,9480968858131488;0,9480968858131488;0,9584775086505191;0,9619377162629758;0,9679930795847751;0,9558823529411765;0,9714532871972318;0,9446366782006921;0,9619377162629758;0,9480968858131488;0,9576124567474048;0,9558823529411765;0,948961937716263;0,9532871972318339;0,9610726643598616;0,9697231833910035;0,9602076124567474;0,9472318339100346;0,9558823529411765;0,9593425605536332;0,9602076124567474;0,96280276816609;0,9515570934256056;0,9463667820069204;0,9541522491349481;0,9550173010380623;0,9411764705882353;0,9593425605536332;0,9576124567474048;0,9446366782006921;0,9541522491349481;0,9619377162629758;0,9576124567474048;0,9532871972318339;0,9541522491349481;0,9532871972318339;0,9515570934256056;0,9446366782006921;0,9472318339100346
src\main\java\bong\controllers\RouteController.java;1,0471249459576308;1,0307951908879982;1,011240812797233;0,9534883720930233;0,9517450682852807;0,9382985353692739;0,9835711197578901;0,969303934284479;0,9770860354517942;0,9961089494163424;0,8940769563337657;0,9182879377431906;0,9865974924340684;0,9736273238218763;0,9148292261132728;0,93558149589278;0,9520103761348897;0,9494163424124513;0,8884565499351491;0,9481193255512321;0,9641158668396023;0,9835711197578901;0,9788153912667531;0,9796800691742326;0,9576307825335063;0,9831387808041504;0,9840034587116299;0,9844357976653697;0,9265023778642456;0,9511456982274102;0,9256376999567661;0,9770860354517942;0,9360138348465197;0,9364461738002594;0,940337224383917;0,9325551232166018;0,9706009511456982;0,9437959360138348;0,9956766104626027;0,9943795936013835;0,995244271508863;0,9948119325551232;0,993514915693904;0,9948119325551232;0,9433635970600951;0,9714656290531777;0,9502810203199308;0,9943795936013835;0,9628188499783831;0,993514915693904;0,9930825767401643;0,9801124081279723;0,9926502377864246;0,9286640726329443;0,9368785127539991;0,9541720709035885;0,993514915693904;0,9706009511456982;0,9373108517077389;0,9602248162559447;0,9559014267185474;0,9377431906614786;0,9407695633376567;0,9368785127539991;0,949848681366191;0,9541720709035885;0,9399048854301773;0,9680069174232598;0,9502810203199308;0,9788153912667531;0,9494163424124513;0,9649805447470817;0,9610894941634242;0,9688715953307393;0,9550367488110679;0,9563337656722871;0,9407695633376567;0,9502810203199308;0,9688715953307393;0,953307392996109;0,9334198011240813;0,9416342412451362;0,9658452226545612;0,9662775616083009;0,9714656290531777;0,9636835278858625;0,9442282749675746;0,9641158668396023;0,9619541720709036;0,9234760051880675;0,9550367488110679;0,959792477302205;0,9511456982274102;0,9524427150886294;0,9697362732382188;0,9602248162559447;0,9567661046260268;0,958063121487246;0,9554690877648077;0,958063121487246;0,9481193255512321;0,9567661046260268
src\test\java\bong\controllers\RouteControllerTest.java;1,0146290491118077;1,0061168529846023;1,0167189132706373;0,971136401121557;0,9641881638846738;0,97008413836086;0,9864158829676071;0,9686520376175548;0,9869383490073145;0,8940769563337657;0,9952978056426333;0,93521421107628;0,9780564263322884;0,9806687565308255;0,9247648902821317;0,8521421107628004;0,9446185997910136;0,9644723092998955;0,9242424242424242;0,9195402298850575;0,96760710553814;0,9879832810867294;0,9754440961337513;0,9785788923719958;0,9587251828631139;0,9780564263322884;0,9425287356321839;0,9832810867293625;0,9346917450365726;0,9540229885057471;0,88662486938349;0,9764890282131662;0,9435736677115988;0,9461859979101358;0,8991640543364682;0,9425287356321839;0,9399164054336469;0,912748171368861;0,9895506792058516;0,9890282131661442;0,9885057471264368;0,9895506792058516;0,9885057471264368;0,9905956112852664;0,9472309299895507;0,9341692789968652;0,9566353187042842;0,9890282131661442;0,9644723092998955;0,9890282131661442;0,9885057471264368;0,9780564263322884;0,9869383490073145;0,9393939393939394;0,9435736677115988;0,9571577847439916;0,9879832810867294;0,9639498432601881;0,8981191222570533;0,9582027168234065;0,9409613375130617;0,95141065830721;0,9096133751306165;0,9519331243469175;0,9623824451410659;0,9038662486938349;0,855276907001045;0,9587251828631139;0,9122257053291536;0,9754440961337513;0,9096133751306165;0,9629049111807733;0,9404388714733543;0,9686520376175548;0,9613375130616509;0,9592476489028213;0,8897596656217346;0,9252873563218391;0,9461859979101358;0,9487983281086729;0,9404388714733543;0,9331243469174504;0,9602925809822361;0,9440961337513062;0,9503657262277951;0,9686520376175548;0,9472309299895507;0,9649947753396029;0,9263322884012539;0,9216300940438872;0,932601880877743;0,9310344827586207;0,9216300940438872;0,928944618599791;0,9467084639498433;0,9404388714733543;0,9284221525600836;0,9597701149425287;0,9571577847439916;0,9571577847439916;0,955067920585162;0,9561128526645768
src\main\java\bong\OSMReader\KDTree.java;1,0679903730445246;1,029951487028053;1,0016375545851528;0,9736104238825664;0,9690440060698027;0,9535680897475849;0,9741275571600482;0,9578820697954272;0,9681107099879663;0,9182879377431906;0,93521421107628;0,9945848375451264;0,9843561973525873;0,9693140794223827;0,9205776173285198;0,9470517448856799;0,9392298435619735;0,8820697954271961;0,9031287605294825;0,9386281588447654;0,957280385078219;0,9843561973525873;0,9717208182912154;0,9765342960288809;0,9458483754512635;0,9795427196149218;0,9885679903730445;0,9843561973525873;0,9061371841155235;0,9422382671480144;0,8700361010830325;0,97352587244284;0,9169675090252708;0,8748495788206979;0,9290012033694344;0,9187725631768953;0,9596871239470517;0,9314079422382672;0,9951865222623345;0,9945848375451264;0,9945848375451264;0,9951865222623345;0,9927797833935018;0,9945848375451264;0,901323706377858;0,9711191335740073;0,9476534296028881;0,9945848375451264;0,9530685920577617;0,9927797833935018;0,9927797833935018;0,9741275571600482;0,9927797833935018;0,927797833935018;0,8832731648616126;0,9452466907340553;0,9927797833935018;0,9632972322503008;0,9320096269554753;0,9470517448856799;0,9494584837545126;0,8784596871239471;0,9350180505415162;0,8646209386281588;0,894705174488568;0,9446450060168472;0,9362214199759326;0,9645006016847172;0,9356197352587244;0,9759326113116726;0,9488567990373045;0,9596871239470517;0,9356197352587244;0,9476534296028881;0,9380264741275571;0,9175691937424789;0,9404332129963899;0,9368231046931408;0,9596871239470517;0,9452466907340553;0,8760529482551144;0,9283995186522263;0,9584837545126353;0,957280385078219;0,9657039711191335;0,9392298435619735;0,9103489771359807;0,9271961492178099;0,9548736462093863;0,8941034897713598;0,9488567990373045;0,9530685920577617;0,9434416365824309;0,927797833935018;0,9620938628158845;0,95367027677497;0,950661853188929;0,9476534296028881;0,9452466907340553;0,9470517448856799;0,8971119133574007;0,9235860409145608
